模块名,类名,方法名,函数,类型,SysCap,权限,支持起始版本,访问级别,是否为卡片,是否支持跨平台
ohos.account.osAccount,AccountManager,getOsAccountConstraintSourceTypes,"getOsAccountConstraintSourceTypes(
      localId: number,
      constraint: string,
      callback: AsyncCallback<Array<ConstraintSourceTypeInfo>>
    ): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,9,,否,否
ohos.account.osAccount,AccountManager,getOsAccountConstraintSourceTypes,"getOsAccountConstraintSourceTypes(localId: number, constraint: string): Promise<Array<ConstraintSourceTypeInfo>>;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,9,,否,否
ohos.account.osAccount,UserAuth,getAvailableStatus,"getAvailableStatus(authType: AuthType, authTrustLevel: AuthTrustLevel): number;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,8,,否,否
ohos.account.osAccount,UserAuth,getProperty,"getProperty(request: GetPropertyRequest, callback: AsyncCallback<ExecutorProperty>): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,getProperty,getProperty(request: GetPropertyRequest): Promise<ExecutorProperty>;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,getPropertyByCredentialId,"getPropertyByCredentialId(credentialId: Uint8Array, keys: Array<GetPropertyType>): Promise<ExecutorProperty>;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,14,,否,否
ohos.account.osAccount,UserAuth,setProperty,"setProperty(request: SetPropertyRequest, callback: AsyncCallback<void>): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,8,,否,否
ohos.account.osAccount,UserAuth,setProperty,setProperty(request: SetPropertyRequest): Promise<void>;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,8,,否,否
ohos.account.osAccount,UserAuth,prepareRemoteAuth,prepareRemoteAuth(remoteNetworkId: string): Promise<void>;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,auth,"auth(
      challenge: Uint8Array,
      authType: AuthType,
      authTrustLevel: AuthTrustLevel,
      callback: IUserAuthCallback
    ): Uint8Array;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,auth,"auth(
      challenge: Uint8Array,
      authType: AuthType,
      authTrustLevel: AuthTrustLevel,
      options: AuthOptions,
      callback: IUserAuthCallback
    ): Uint8Array;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,authUser,"authUser(
      userId: number,
      challenge: Uint8Array,
      authType: AuthType,
      authTrustLevel: AuthTrustLevel,
      callback: IUserAuthCallback
    ): Uint8Array;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,12,,否,否
ohos.account.osAccount,UserAuth,cancelAuth,cancelAuth(contextID: Uint8Array): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,8,,否,否
ohos.account.osAccount,PINAuth,registerInputer,registerInputer(inputer: IInputer): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_PIN_AUTH,8,,否,否
ohos.account.osAccount,PINAuth,unregisterInputer,unregisterInputer(): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_PIN_AUTH,8,,否,否
ohos.account.osAccount,InputerManager,registerInputer,"static registerInputer(authType: AuthType, inputer: IInputer): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL or ohos.permission.MANAGE_USER_IDM,9,,否,否
ohos.account.osAccount,InputerManager,unregisterInputer,static unregisterInputer(authType: AuthType): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL or ohos.permission.MANAGE_USER_IDM,9,,否,否
ohos.account.osAccount,DomainAccountManager,registerPlugin,static registerPlugin(plugin: DomainPlugin): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,9,,否,否
ohos.account.osAccount,DomainAccountManager,unregisterPlugin,static unregisterPlugin(): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,9,,否,否
ohos.account.osAccount,DomainAccountManager,auth,"static auth(domainAccountInfo: DomainAccountInfo, credential: Uint8Array, callback: IUserAuthCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,10,,否,否
ohos.account.osAccount,DomainAccountManager,authWithPopup,static authWithPopup(callback: IUserAuthCallback): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,11,,否,否
ohos.account.osAccount,DomainAccountManager,authWithPopup,"static authWithPopup(localId: number, callback: IUserAuthCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.ACCESS_USER_AUTH_INTERNAL,11,,否,否
ohos.account.osAccount,DomainAccountManager,hasAccount,"static hasAccount(domainAccountInfo: DomainAccountInfo, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,hasAccount,static hasAccount(domainAccountInfo: DomainAccountInfo): Promise<boolean>;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,updateAccountToken,"static updateAccountToken(
      domainAccountInfo: DomainAccountInfo,
      token: Uint8Array,
      callback: AsyncCallback<void>
    ): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,updateAccountToken,"static updateAccountToken(domainAccountInfo: DomainAccountInfo, token: Uint8Array): Promise<void>;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,updateAccountInfo,"static updateAccountInfo(oldAccountInfo: DomainAccountInfo, newAccountInfo: DomainAccountInfo): Promise<void>;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,12,,否,否
ohos.account.osAccount,DomainAccountManager,getAccountInfo,"static getAccountInfo(options: GetDomainAccountInfoOptions, callback: AsyncCallback<DomainAccountInfo>): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.GET_DOMAIN_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,getAccountInfo,static getAccountInfo(options: GetDomainAccountInfoOptions): Promise<DomainAccountInfo>;,Method,SystemCapability.Account.OsAccount,ohos.permission.GET_DOMAIN_ACCOUNTS,10,,否,否
ohos.account.osAccount,DomainAccountManager,isAuthenticationExpired,static isAuthenticationExpired(domainAccountInfo: DomainAccountInfo): Promise<boolean>;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS or ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.account.osAccount,DomainServerConfigManager,addServerConfig,"static addServerConfig(parameters: Record<string, Object>): Promise<DomainServerConfig>;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,12,,否,否
ohos.account.osAccount,DomainServerConfigManager,removeServerConfig,static removeServerConfig(configId: string): Promise<void>;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,12,,否,否
ohos.account.osAccount,DomainServerConfigManager,getAccountServerConfig,static getAccountServerConfig(domainAccountInfo: DomainAccountInfo): Promise<DomainServerConfig>;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_LOCAL_ACCOUNTS,12,,否,否
ohos.account.osAccount,UserIdentityManager,openSession,openSession(callback: AsyncCallback<Uint8Array>): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,openSession,openSession(accountId?: number): Promise<Uint8Array>;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,12,,否,否
ohos.account.osAccount,UserIdentityManager,addCredential,"addCredential(credentialInfo: CredentialInfo, callback: IIdmCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,12,,否,否
ohos.account.osAccount,UserIdentityManager,updateCredential,"updateCredential(credentialInfo: CredentialInfo, callback: IIdmCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,12,,否,否
ohos.account.osAccount,UserIdentityManager,closeSession,closeSession(accountId?: number): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,12,,否,否
ohos.account.osAccount,UserIdentityManager,cancel,cancel(challenge: Uint8Array): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,delUser,"delUser(token: Uint8Array, callback: IIdmCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,delCred,"delCred(credentialId: Uint8Array, token: Uint8Array, callback: IIdmCallback): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.MANAGE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,getAuthInfo,getAuthInfo(callback: AsyncCallback<Array<EnrolledCredInfo>>): void;,Method,SystemCapability.Account.OsAccount,ohos.permission.USE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,getAuthInfo,"getAuthInfo(authType: AuthType, callback: AsyncCallback<Array<EnrolledCredInfo>>): void;",Method,SystemCapability.Account.OsAccount,ohos.permission.USE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,getAuthInfo,getAuthInfo(authType?: AuthType): Promise<Array<EnrolledCredInfo>>;,Method,SystemCapability.Account.OsAccount,ohos.permission.USE_USER_IDM,8,,否,否
ohos.account.osAccount,UserIdentityManager,getAuthInfo,getAuthInfo(options?: GetAuthInfoOptions): Promise<Array<EnrolledCredInfo>>;,Method,SystemCapability.Account.OsAccount,ohos.permission.USE_USER_IDM,12,,否,否
ohos.account.osAccount,UserIdentityManager,getEnrolledId,"getEnrolledId(authType: AuthType, accountId?: number): Promise<Uint8Array>;",Method,SystemCapability.Account.OsAccount,ohos.permission.USE_USER_IDM,12,,否,否
ohos.ai.intelligentVoice,intelligentVoice,getIntelligentVoiceManager,function getIntelligentVoiceManager(): IntelligentVoiceManager;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,IntelligentVoiceManager,getCapabilityInfo,getCapabilityInfo(): Array<IntelligentVoiceEngineType>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,WakeupManager,setParameter,"setParameter(key: string, value: string): Promise<void>;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,WakeupManager,getParameter,getParameter(key: string): Promise<string>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,WakeupManager,getUploadFiles,getUploadFiles (maxCount: number): Promise<Array<UploadFile>>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,WakeupManager,getWakeupSourceFiles,getWakeupSourceFiles(): Promise<Array<WakeupSourceFile>>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,WakeupManager,enrollWithWakeupFilesForResult,"enrollWithWakeupFilesForResult(wakeupFiles: Array<WakeupSourceFile>, wakeupInfo: string): Promise<EnrollResult>;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,WakeupManager,clearUserData,clearUserData(): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,intelligentVoice,getWakeupManager,function getWakeupManager(): WakeupManager;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,12,,否,否
ohos.ai.intelligentVoice,intelligentVoice,createEnrollIntelligentVoiceEngine,"function createEnrollIntelligentVoiceEngine(descriptor: EnrollIntelligentVoiceEngineDescriptor, callback: AsyncCallback<EnrollIntelligentVoiceEngine>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,intelligentVoice,createEnrollIntelligentVoiceEngine,function createEnrollIntelligentVoiceEngine(descriptor: EnrollIntelligentVoiceEngineDescriptor): Promise<EnrollIntelligentVoiceEngine>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,intelligentVoice,createWakeupIntelligentVoiceEngine,"function createWakeupIntelligentVoiceEngine(descriptor: WakeupIntelligentVoiceEngineDescriptor, callback: AsyncCallback<WakeupIntelligentVoiceEngine>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,intelligentVoice,createWakeupIntelligentVoiceEngine,function createWakeupIntelligentVoiceEngine(descriptor: WakeupIntelligentVoiceEngineDescriptor): Promise<WakeupIntelligentVoiceEngine>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,getSupportedRegions,getSupportedRegions(callback: AsyncCallback<Array<string>>): void;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,getSupportedRegions,getSupportedRegions(): Promise<Array<string>>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,init,"init(config: EnrollEngineConfig, callback: AsyncCallback<void>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,init,init(config: EnrollEngineConfig): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,enrollForResult,"enrollForResult(isLast: boolean, callback: AsyncCallback<EnrollCallbackInfo>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,enrollForResult,enrollForResult(isLast: boolean): Promise<EnrollCallbackInfo>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,stop,stop(callback: AsyncCallback<void>): void;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,stop,stop(): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,commit,commit(callback: AsyncCallback<void>): void;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,commit,commit(): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setWakeupHapInfo,"setWakeupHapInfo(info: WakeupHapInfo, callback: AsyncCallback<void>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setWakeupHapInfo,setWakeupHapInfo(info: WakeupHapInfo): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setSensibility,"setSensibility(sensibility: SensibilityType, callback: AsyncCallback<void>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setSensibility,setSensibility(sensibility: SensibilityType): Promise<void>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setParameter,"setParameter(key: string, value: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,setParameter,"setParameter(key: string, value: string): Promise<void>;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,getParameter,"getParameter(key: string, callback: AsyncCallback<string>): void;",Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
ohos.ai.intelligentVoice,EnrollIntelligentVoiceEngine,getParameter,getParameter(key: string): Promise<string>;,Method,SystemCapability.AI.IntelligentVoice.Core,ohos.permission.MANAGE_INTELLIGENT_VOICE,10,,否,否
